Time,Peregrine_Lock,Sensor_Temp_A,Sensor_Temp_B,Sensor_Temp_Duty_Cycle,Laser_Temp_A,Laser_Temp_B,Laser_Temp_Duty_Cycle,Laser_Current,Laser_Current_Zero_Cross,Microwave_Ref,Microwave_Ref_Zero_Cross,Zeeman_Freq_Zero_Cross,PCB_Temp_A,PCB_Temp_B,Laser_Diode_Voltage,Diode_Optical_Power,P2V4,P3V3,P8V,N8V,P12V,PCB_Temp_C,PCB_Temp_D,PCB_Temp_E,ICU_Checksum,ICU_Command_Count,ICU_Sync_Count
20160817T175025.274957,161,41216,167,41216,42753,0,44287,1,10658466,41472,167,10616999,256,173,0,1,41891,41891,0,42915,167,0,173,255,0,255,15,
20160816T171421.274957,163,41891,41891,41891,41891,41891,41891,10682624,44289,0,420,10790052,0,42916,167,256,173,512,1,42405,42405,0,42917,167,0,167,1,
20160817T175043.274957,170,43520,167,43520,42753,0,44296,1,11250603,43776,167,11206823,256,173,2304,1,44204,44204,0,42924,167,256,173,2560,10,0,0,
20170428T022446.579645,17,0,436,46260,46080,167,46080,10944768,44306,0,437,11908533,0,42933,167,256,173,4864,1,46774,46774,0,42934,167,0,167,1,
20160817T175117.274957,187,47872,167,47872,42753,0,44313,1,12369084,48128,167,12320935,256,173,6656,1,48573,48573,0,42941,167,256,173,6912,27,0,0,
20170428T044950.579645,34,0,453,50629,50432,167,50432,10944768,44323,0,454,13027014,0,42950,167,256,173,9216,1,51143,51143,0,42951,167,0,167,1,
20160817T175151.274957,204,52224,167,52224,42753,0,44330,1,13487565,52480,167,13435047,256,173,11008,1,52942,52942,0,42958,167,256,173,11264,44,0,0,
20170428T071454.579645,51,0,470,54998,54784,167,54784,10944768,44340,0,471,14145495,0,42967,167,256,173,13568,1,55512,55512,0,42968,167,0,167,1,
20160817T175225.274957,221,56576,167,56576,42753,0,44347,1,14606046,56832,167,14549159,256,173,15360,1,57311,57311,0,42975,167,256,173,15616,61,0,0,
20170428T093958.579645,68,0,487,59367,59136,167,59136,10944768,44357,0,488,15263976,0,42984,167,256,173,17920,1,59881,59881,0,42985,167,0,167,1,
20160817T175259.274957,238,60928,167,60928,42753,0,44364,1,15724527,61184,167,15663271,256,173,19712,1,61680,61680,0,42992,167,256,173,19968,78,0,0,
20170428T120502.579645,85,0,504,63736,63488,167,63488,10944768,44374,0,505,16382457,0,43001,167,256,173,22272,1,64250,64250,0,43002,167,0,167,1,
20160817T175333.274957,255,65280,167,65280,42753,0,44381,1,0,0,168,168,256,173,24064,1,257,257,0,43009,168,256,173,24320,95,0,0,
20170428T143006.587457,102,0,265,2313,2304,168,2304,11010304,44391,0,266,657930,0,43018,168,256,173,26624,1,2827,2827,0,43019,168,0,168,1,
20160817T175407.274957,16,4096,168,4096,43009,0,44398,1,1118481,4352,168,1114280,256,173,28416,1,4626,4626,0,43026,168,256,173,28672,112,0,0,
20170428T165510.587457,119,0,282,6682,6656,168,6656,11010304,44408,0,283,1776411,0,43035,168,256,173,30976,1,7196,7196,0,43036,168,0,168,1,
20160817T175441.274957,33,8448,168,8448,43009,0,44415,1,2236962,8704,168,2228392,0,173,33023,4095,4095,4095,4095,4095,4095,4095,4095,4095,15,255,15,
20160816T171421.274957,35,8995,8995,8995,8995,8995,256,44416,1,8995,8995,168,8960,43009,0,44417,0,292,9252,9216,168,9216,43009,0,0,0,173,
20160817T175459.274957,42,10752,168,10752,43009,0,44424,1,2829099,11008,168,2818216,256,173,35072,1,11308,11308,0,43052,168,256,173,35328,138,0,0,
20170428T203702.587457,145,0,308,13364,13312,168,13312,11010304,44434,0,309,3487029,0,43061,168,256,173,37632,1,13878,13878,0,43062,168,0,168,1,
20160817T175533.274957,59,15104,168,15104,43009,0,44441,1,3947580,15360,168,3932328,256,173,39424,1,15677,15677,0,43069,168,256,173,39680,155,0,0,
20170428T230206.587457,162,0,325,17733,17664,168,17664,11010304,44451,0,326,4605510,0,43078,168,256,173,41984,1,18247,18247,0,43079,168,0,168,1,
20160817T175607.274957,76,19456,168,19456,43009,0,44458,1,5066061,19712,168,5046440,256,173,43776,1,20046,20046,0,43086,168,256,173,44032,172,0,0,
20170429T012710.587457,179,0,342,22102,22016,168,22016,11010304,44468,0,343,5723991,0,43095,168,256,173,46336,1,22616,22616,0,43096,168,0,168,1,
20160817T175641.274957,93,23808,168,23808,43009,0,44475,1,6184542,24064,168,6160552,256,173,48128,1,24415,24415,0,43103,168,256,173,48384,189,0,0,
20170429T035214.587457,196,0,359,26471,26368,168,26368,11010304,44485,0,360,6842472,0,43112,168,256,173,50688,1,26985,26985,0,43113,168,0,168,1,
20160817T175715.274957,110,28160,168,28160,43009,0,44492,1,7303023,28416,168,7274664,256,173,52480,1,28784,28784,0,43120,168,256,173,52736,206,0,0,
20170429T061718.587457,213,0,376,30840,30720,168,30720,11010304,44502,0,377,7960953,0,43129,168,256,173,55040,1,31354,31354,0,43130,168,0,168,1,
20160817T175749.274957,127,32512,168,32512,43009,0,44509,1,8421504,32768,168,8388776,256,173,56832,1,33153,33153,0,43137,168,256,173,57088,223,0,0,
20170429T084222.587457,230,0,393,35209,35072,168,35072,11010304,44519,0,394,9079434,0,43146,168,256,173,59392,1,35723,35723,0,43147,168,0,168,1,
20160817T175823.274957,144,36864,168,36864,43009,0,44526,1,9539985,37120,168,9502888,256,173,61184,1,37522,37522,0,43154,168,256,173,61440,240,0,0,
20170429T110726.587457,247,0,410,39578,39424,168,39424,11010304,44536,0,411,10197915,0,43163,168,256,173,63744,1,40092,40092,0,43164,168,0,168,1,
20160817T175857.274957,161,41216,168,41216,43009,0,44543,1,10658466,41472,168,10617000,256,174,0,1,41891,41891,0,43171,168,0,174,255,0,255,15,
20160816T171421.274957,163,41891,41891,41891,41891,41891,41891,10682624,44545,0,420,10790052,0,43172,168,256,174,512,1,42405,42405,0,43173,168,0,168,1,
20160817T175915.274957,170,43520,168,43520,43009,0,44552,1,11250603,43776,168,11206824,256,174,2304,1,44204,44204,0,43180,168,256,174,2560,10,0,0,
20170429T144918.587457,17,0,436,46260,46080,168,46080,11010304,44562,0,437,11908533,0,43189,168,256,174,4864,1,46774,46774,0,43190,168,0,168,1,
20160817T175949.274957,187,47872,168,47872,43009,0,44569,1,12369084,48128,168,12320936,256,174,6656,1,48573,48573,0,43197,168,256,174,6912,27,0,0,
20170429T171422.587457,34,0,453,50629,50432,168,50432,11010304,44579,0,454,13027014,0,43206,168,256,174,9216,1,51143,51143,0,43207,168,0,168,1,
20160817T180023.274957,204,52224,168,52224,43009,0,44586,1,13487565,52480,168,13435048,256,174,11008,1,52942,52942,0,43214,168,256,174,11264,44,0,0,
20170429T193926.587457,51,0,470,54998,54784,168,54784,11010304,44596,0,471,14145495,0,43223,168,256,174,13568,1,55512,55512,0,43224,168,0,168,1,
20160817T180057.274957,221,56576,168,56576,43009,0,44603,1,14606046,56832,168,14549160,256,174,15360,1,57311,57311,0,43231,168,256,174,15616,61,0,0,
20170429T220430.587457,68,0,487,59367,59136,168,59136,11010304,44613,0,488,15263976,0,43240,168,256,174,17920,1,59881,59881,0,43241,168,0,168,1,
20160817T180131.274957,238,60928,168,60928,43009,0,44620,1,15724527,61184,168,15663272,256,174,19712,1,61680,61680,0,43248,168,256,174,19968,78,0,0,
20170430T002934.587457,85,0,504,63736,63488,168,63488,11010304,44630,0,505,16382457,0,43257,168,256,174,22272,1,64250,64250,0,43258,168,0,168,1,
20160817T180205.274957,255,65280,168,65280,43009,0,44637,1,0,0,169,169,256,174,24064,1,257,257,0,43265,169,256,174,24320,95,0,0,
20170430T025438.595269,102,0,265,2313,2304,169,2304,11075840,44647,0,266,657930,0,43274,169,256,174,26624,1,2827,2827,0,43275,169,0,169,1,
20160817T180239.274957,16,4096,169,4096,43265,0,44654,1,1118481,4352,169,1114281,256,174,28416,1,4626,4626,0,43282,169,256,174,28672,112,0,0,
20170430T051942.595269,119,0,282,6682,6656,169,6656,11075840,44664,0,283,1776411,0,43291,169,256,174,30976,1,7196,7196,0,43292,169,0,169,1,
20160817T180313.274957,33,8448,169,8448,43265,0,44671,1,2236962,8704,169,2228393,256,174,32768,1,8995,8995,0,43299,169,0,174,33023,128,255,15,
20160816T171421.274957,35,8995,8995,8995,8995,8995,8995,2294016,44673,0,292,2368548,0,43300,169,256,174,33280,1,9509,9509,0,43301,169,0,169,1,
20160817T180331.274957,42,10752,169,10752,43265,0,44680,1,2829099,11008,169,2818217,256,174,35072,1,11308,11308,0,43308,169,256,174,35328,138,0,0,
20170430T090134.595269,145,0,308,13364,13312,169,13312,11075840,44690,0,309,3487029,0,43317,169,256,174,37632,1,13878,13878,0,43318,169,0,169,1,
20160817T180405.274957,59,15104,169,15104,43265,0,44697,1,3947580,15360,169,3932329,256,174,39424,1,15677,15677,0,43325,169,256,174,39680,155,0,0,
20170430T112638.595269,162,0,325,17733,17664,169,17664,11075840,44707,0,326,4605510,0,43334,169,256,174,41984,1,18247,18247,0,43335,169,0,169,1,
20160817T180439.274957,76,19456,169,19456,43265,0,44714,1,5066061,19712,169,5046441,256,174,43776,1,20046,20046,0,43342,169,256,174,44032,172,0,0,
20170430T135142.595269,179,0,342,22102,22016,169,22016,11075840,44724,0,343,5723991,0,43351,169,256,174,46336,1,22616,22616,0,43352,169,0,169,1,
20160817T180513.274957,93,23808,169,23808,43265,0,44731,1,6184542,24064,169,6160553,256,174,48128,1,24415,24415,0,43359,169,256,174,48384,189,0,0,
20170430T161646.595269,196,0,359,26471,26368,169,26368,11075840,44741,0,360,6842472,0,43368,169,256,174,50688,1,26985,26985,0,43369,169,0,169,1,
20160817T180547.274957,110,28160,169,28160,43265,0,44748,1,7303023,28416,169,7274665,256,174,52480,1,28784,28784,0,43376,169,256,174,52736,206,0,0,
20170430T184150.595269,213,0,376,30840,30720,169,30720,11075840,44758,0,377,7960953,0,43385,169,256,174,55040,1,31354,31354,0,43386,169,0,169,1,
20160817T180621.274957,127,32512,169,32512,43265,0,44765,1,8421504,32768,169,8388777,256,174,56832,1,33153,33153,0,43393,169,256,174,57088,223,0,0,
20170430T210654.595269,230,0,393,35209,35072,169,35072,11075840,44775,0,394,9079434,0,43402,169,256,174,59392,1,35723,35723,0,43403,169,0,169,1,
20160817T180655.274957,144,36864,169,36864,43265,0,44782,1,9539985,37120,169,9502889,256,174,61184,1,37522,37522,0,43410,169,256,174,61440,240,0,0,
20170430T233158.595269,247,0,410,39578,39424,169,39424,11075840,44792,0,411,10197915,0,43419,169,256,174,63744,1,40092,40092,0,43420,169,0,169,1,
20160817T180729.274957,161,41216,169,41216,43265,0,44799,1,10658466,41472,169,10617001,256,175,0,1,41891,41891,0,43427,169,0,175,255,0,255,15,
20160816T171421.274957,163,41891,41891,41891,41891,41891,41891,10682624,44801,0,420,10790052,0,43428,169,256,175,512,1,42405,42405,0,43429,169,0,169,1,
20160817T180747.274957,170,43520,169,43520,43265,0,44808,1,11250603,43776,169,11206825,256,175,2304,1,44204,44204,0,43436,169,256,175,2560,10,0,0,
20170501T031350.595269,17,0,436,46260,46080,169,46080,11075840,44818,0,437,11908533,0,43445,169,256,175,4864,1,46774,46774,0,43446,169,0,169,1,
20160817T180821.274957,187,47872,169,47872,43265,0,44825,1,12369084,48128,169,12320937,256,175,6656,1,48573,48573,0,43453,169,256,175,6912,27,0,0,
20170501T053854.595269,34,0,453,50629,50432,169,50432,11075840,44835,0,454,13027014,0,43462,169,256,175,9216,1,51143,51143,0,43463,169,0,169,1,
20160817T180855.274957,204,52224,169,52224,43265,0,44842,1,13487565,52480,169,13435049,256,175,11008,1,52942,52942,0,43470,169,256,175,11264,44,0,0,
20170501T080358.595269,51,0,470,54998,54784,169,54784,11075840,44852,0,471,14145495,0,43479,169,256,175,13568,1,55512,55512,0,43480,169,0,169,1,
20160817T180929.274957,221,56576,169,56576,43265,0,44859,1,14606046,56832,169,14549161,256,175,15360,1,57311,57311,0,43487,169,256,175,15616,61,0,0,
20170501T102902.595269,68,0,487,59367,59136,169,59136,11075840,44869,0,488,15263976,0,43496,169,256,175,17920,1,59881,59881,0,43497,169,0,169,1,
20160817T181003.274957,238,60928,169,60928,43265,0,44876,1,15724527,61184,169,15663273,256,175,19712,1,61680,61680,0,43504,169,256,175,19968,78,0,0,
20170501T125406.595269,85,0,504,63736,63488,169,63488,11075840,44886,0,505,16382457,0,43513,169,256,175,22272,1,64250,64250,0,43514,169,0,169,1,
20160817T181037.274957,255,65280,169,65280,43265,0,44893,1,0,0,170,170,256,175,24064,1,257,257,0,43521,170,256,175,24320,95,0,0,
20170501T151910.603082,102,0,265,2313,2304,170,2304,11141376,44903,0,266,657930,0,43530,170,256,175,26624,1,2827,2827,0,43531,170,0,170,1,
20160817T181111.274957,16,4096,170,4096,43521,0,44910,1,1118481,4352,170,1114282,256,175,28416,1,4626,4626,0,43538,170,256,175,28672,112,0,0,
20170501T174414.603082,119,0,282,6682,6656,170,6656,11141376,44920,0,283,1776411,0,43547,170,256,175,30976,1,7196,7196,0,43548,170,0,170,1,
20160817T181145.274957,33,8448,170,8448,43521,0,44927,1,2236962,8704,170,2228394,256,175,32768,1,8995,8995,0,43555,170,0,175,33023,128,255,15,
20160816T171421.274957,35,8995,8995,8995,8995,8995,8995,2294016,44929,0,292,2368548,0,43556,170,256,175,33280,1,9509,9509,0,43557,170,0,170,1,
20160817T181203.274957,42,10752,170,10752,43521,0,44936,1,2829099,11008,170,2818218,256,175,35072,1,11308,11308,0,43564,170,256,175,35328,138,0,0,
20170501T212606.603082,145,0,308,13364,13312,170,13312,11141376,44946,0,309,3487029,0,43573,170,256,175,37632,1,13878,13878,0,43574,170,0,170,1,
20160817T181237.274957,59,15104,170,15104,43521,0,44953,1,3947580,15360,170,3932330,256,175,39424,1,15677,15677,0,43581,170,256,175,39680,155,0,0,
20170501T235110.603082,162,0,325,17733,17664,170,17664,11141376,44963,0,326,4605510,0,43590,170,256,175,41984,1,18247,18247,0,43591,170,0,170,1,
20160817T181311.274957,76,19456,170,19456,43521,0,44970,1,5066061,19712,170,5046442,256,175,43776,1,20046,20046,0,43598,170,256,175,44032,172,0,0,
20170502T021614.603082,179,0,342,22102,22016,170,22016,11141376,44980,0,343,5723991,0,43607,170,256,175,46336,1,22616,22616,0,43608,170,0,170,1,
20160817T181345.274957,93,23808,170,23808,43521,0,44987,1,6184542,24064,170,6160554,256,175,48128,1,24415,24415,0,43615,170,256,175,48384,189,0,0,
20170502T044118.603082,196,0,359,26471,26368,170,26368,11141376,44997,0,360,6842472,0,43624,170,256,175,50688,1,26985,26985,0,43625,170,0,170,1,
20160817T181419.274957,110,28160,170,28160,43521,0,45004,1,7303023,28416,170,7274666,256,175,52480,1,28784,28784,0,43632,170,256,175,52736,206,0,0,
20170502T070622.603082,213,0,376,30840,30720,170,30720,11141376,45014,0,377,7960953,0,43641,170,256,175,55040,1,31354,31354,0,43642,170,0,170,1,
20160817T181453.274957,127,32512,170,32512,43521,0,45021,1,8421504,32768,170,8388778,256,175,56832,1,33153,33153,0,43649,170,256,175,57088,223,0,0,
20170502T093126.603082,230,0,393,35209,35072,170,35072,11141376,45031,0,394,9079434,0,43658,170,256,175,59392,1,35723,35723,0,43659,170,0,170,1,
20160817T181527.274957,144,36864,170,36864,43521,0,45038,1,9539985,37120,170,9502890,256,175,61184,1,37522,37522,0,43666,170,256,175,61440,240,0,0,
20170502T115630.603082,247,0,410,39578,39424,170,39424,11141376,45048,0,411,10197915,0,43675,170,256,175,63744,1,40092,40092,0,43676,170,0,170,1,
20160817T181601.274957,161,41216,170,41216,43521,0,45055,1,10658466,41472,170,10617002,256,176,0,1,41891,41891,0,43683,170,0,176,255,0,255,15,
20160816T171421.274957,163,41891,41891,41891,41891,41891,41891,10682624,45057,0,420,10790052,0,43684,170,256,176,512,1,42405,42405,0,43685,170,0,170,1,
20160817T181619.274957,170,43520,170,43520,43521,0,45064,1,11250603,43776,170,11206826,256,176,2304,1,44204,44204,0,43692,170,256,176,2560,10,0,0,
20170502T153822.603082,17,0,436,46260,46080,170,46080,11141376,45074,0,437,11908533,0,43701,170,256,176,4864,1,46774,46774,0,43702,170,0,170,1,
20160817T181653.274957,187,47872,170,47872,43521,0,45081,1,12369084,48128,170,12320938,256,176,6656,1,48573,48573,0,43709,170,256,176,6912,27,0,0,
20170502T180326.603082,34,0,453,50629,50432,170,50432,11141376,45091,0,454,13027014,0,43718,170,256,176,9216,1,51143,51143,0,43719,170,0,170,1,
20160817T181727.274957,204,52224,170,52224,43521,0,45098,1,13487565,52480,170,13435050,256,176,11008,1,52942,52942,0,43726,170,256,176,11264,44,0,0,
20170502T202830.603082,51,0,470,54998,54784,170,54784,11141376,45108,0,471,14145495,0,43735,170,256,176,13568,1,55512,55512,0,43736,170,0,170,1,
20160817T181801.274957,221,56576,170,56576,43521,0,45115,1,14606046,56832,170,14549162,256,176,15360,1,57311,57311,0,43743,170,256,176,15616,61,0,0,
20170502T225334.603082,68,0,487,59367,59136,170,59136,11141376,45125,0,488,15263976,0,43752,170,256,176,17920,1,59881,59881,0,43753,170,0,170,1,
20160817T181835.274957,238,60928,170,60928,43521,0,45132,1,15724527,61184,170,15663274,256,176,19712,1,61680,61680,0,43760,170,256,176,19968,78,0,0,
20170503T011838.603082,85,0,504,63736,63488,170,63488,11141376,45142,0,505,16382457,0,43769,170,256,176,22272,1,64250,64250,0,43770,170,0,170,1,
20160817T181909.274957,255,65280,170,65280,43521,0,45149,1,0,0,171,171,256,176,24064,1,257,257,0,43777,171,256,176,24320,95,0,0,
20170503T034342.610895,102,0,265,2313,2304,171,2304,11206912,45159,0,266,657930,0,43786,171,256,176,26624,1,2827,2827,0,43787,171,0,171,1,
20160817T181943.274957,16,4096,171,4096,43777,0,45166,1,1118481,4352,171,1114283,256,176,28416,1,4626,4626,0,43794,171,256,176,28672,112,0,0,
20170503T060846.610895,119,0,282,6682,6656,171,6656,11206912,45176,0,283,1776411,0,43803,171,256,176,30976,1,7196,7196,0,43804,171,0,171,1,
20160817T182017.274957,33,8448,171,8448,43777,0,45183,1,2236962,8704,171,2228395,256,176,32768,1,8995,8995,0,43811,171,0,176,33023,128,255,15,
20160816T171421.274957,35,8995,8995,8995,8995,8995,8995,2294016,45185,0,292,2368548,0,43812,171,256,176,33280,1,9509,9509,0,43813,171,0,171,1,
20160817T182035.274957,42,10752,171,10752,43777,0,45192,1,2829099,11008,171,2818219,256,176,35072,1,11308,11308,0,43820,171,256,176,35328,138,0,0,
20170503T095038.610895,145,0,308,13364,13312,171,13312,11206912,45202,0,309,3487029,0,43829,171,256,176,37632,1,13878,13878,0,43830,171,0,171,1,
20160817T182109.274957,59,15104,171,15104,43777,0,45209,1,3947580,15360,171,3932331,256,176,39424,1,15677,15677,0,43837,171,256,176,39680,155,0,0,
20170503T121542.610895,162,0,325,17733,17664,171,17664,11206912,45219,0,326,4605510,0,43846,171,256,176,41984,1,18247,18247,0,43847,171,0,171,1,
20160817T182143.274957,76,19456,171,19456,43777,0,45226,1,5066061,19712,171,5046443,256,176,43776,1,20046,20046,0,43854,171,256,176,44032,172,0,0,
20170503T144046.610895,179,0,342,22102,22016,171,22016,11206912,45236,0,343,5723991,0,43863,171,256,176,46336,1,22616,22616,0,43864,171,0,171,1,
20160817T182217.274957,93,23808,171,23808,43777,0,45243,1,6184542,24064,171,6160555,256,176,48128,1,24415,24415,0,43871,171,256,176,48384,189,0,0,
20170503T170550.610895,196,0,359,26471,26368,171,26368,11206912,45253,0,360,6842472,0,43880,171,256,176,50688,1,26985,26985,0,43881,171,0,171,1,
20160817T182251.274957,110,28160,171,28160,43777,0,45260,1,7303023,28416,171,7274667,256,176,52480,1,28784,28784,0,43888,171,256,176,52736,206,0,0,
20170503T193054.610895,213,0,376,30840,30720,171,30720,11206912,45270,0,377,7960953,0,43897,171,256,176,55040,1,31354,31354,0,43898,171,0,171,1,
20160817T182325.274957,127,32512,171,32512,43777,0,45277,1,8421504,32768,171,8388779,256,176,56832,1,33153,33153,0,43905,171,256,176,57088,223,0,0,
20170503T215558.610895,230,0,393,35209,35072,171,35072,11206912,45287,0,394,9079434,0,43914,171,256,176,59392,1,35723,35723,0,43915,171,0,171,1,
20160817T182359.274957,144,36864,171,36864,43777,0,45294,1,9539985,37120,171,9502891,256,176,61184,1,37522,37522,0,43922,171,256,176,61440,240,0,0,
20170504T002102.610895,247,0,410,39578,39424,171,39424,11206912,45304,0,411,10197915,0,43931,171,256,176,63744,1,40092,40092,0,43932,171,0,171,1,
20160817T182433.274957,161,41216,171,41216,43777,0,45311,1,10658466,41472,171,10617003,256,177,0,1,41891,41891,0,43939,171,0,177,255,0,255,15,
20160816T171421.274957,163,41891,41891,41891,41891,41891,41891,10682624,45313,0,420,10790052,0,43940,171,256,177,512,1,42405,42405,0,43941,171,0,171,1,
20160817T182451.274957,170,43520,171,43520,43777,0,45320,1,11250603,43776,171,11206827,256,177,2304,1,44204,44204,0,43948,171,256,177,2560,10,0,0,
20170504T040254.610895,17,0,436,46260,46080,171,46080,11206912,45330,0,437,11908533,0,43957,171,256,177,4864,1,46774,46774,0,43958,171,0,171,1,
20160817T182525.274957,187,47872,171,47872,43777,0,45337,1,12369084,48128,171,12320939,256,177,6656,1,48573,48573,0,43965,171,256,177,6912,27,0,0,
20170504T062758.610895,34,0,453,50629,50432,171,50432,11206912,45347,0,454,13027014,0,43974,171,256,177,9216,1,51143,51143,0,43975,171,0,171,1,
20160817T182559.274957,204,52224,171,52224,43777,0,45354,1,13487565,52480,171,13435051,256,177,11008,1,52942,52942,0,43982,171,256,177,11264,44,0,0,
20170504T085302.610895,51,0,470,54998,54784,171,54784,11206912,45364,0,471,14145495,0,43991,171,256,177,13568,1,55512,55512,0,43992,171,0,171,1,
20160817T182633.274957,221,56576,171,56576,43777,0,45371,1,14606046,56832,171,14549163,256,177,15360,1,57311,57311,0,43999,171,256,177,15616,61,0,0,
20170504T111806.610895,68,0,487,59367,59136,171,59136,11206912,45381,0,488,15263976,0,44008,171,256,177,17920,1,59881,59881,0,44009,171,0,171,1,
20160817T182707.274957,238,60928,171,60928,43777,0,45388,1,15724527,61184,171,15663275,256,177,19712,1,61680,61680,0,44016,171,256,177,19968,78,0,0,
20170504T134310.610895,85,0,504,63736,63488,171,63488,11206912,45398,0,505,16382457,0,44025,171,256,177,22272,1,64250,64250,0,44026,171,0,171,1,
20160817T182741.274957,255,65280,171,65280,43777,0,45405,1,0,0,172,172,256,177,24064,1,257,257,0,44033,172,256,177,24320,95,0,0,
20170504T160814.618707,102,0,265,2313,2304,172,2304,11272448,45415,0,266,657930,0,44042,172,256,177,26624,1,2827,2827,0,44043,172,0,172,1,
20160817T182815.274957,16,4096,172,4096,44033,0,45422,1,1118481,4352,172,1114284,256,177,28416,1,4626,4626,0,44050,172,256,177,28672,112,0,0,
20170504T183318.618707,119,0,282,6682,6656,172,6656,11272448,45432,0,283,1776411,0,44059,172,256,177,30976,1,7196,7196,0,44060,172,0,172,1,
20160817T182849.274957,33,8448,172,8448,44033,0,45439,1,2236962,8704,172,2228396,256,177,32768,1,8995,8995,0,44067,172,0,177,33023,128,255,15,
20160816T171421.274957,35,8995,8995,8995,8995,8995,8995,2294016,45441,0,292,2368548,0,44068,172,256,177,33280,1,9509,9509,0,44069,172,0,172,1,
20160817T182907.274957,42,10752,172,10752,44033,0,45448,1,2829099,11008,172,2818220,256,177,35072,1,11308,11308,0,44076,172,256,177,35328,138,0,0,
20170504T221510.618707,145,0,308,13364,13312,172,13312,11272448,45458,0,309,3487029,0,44085,172,256,177,37632,1,13878,13878,0,44086,172,0,172,1,
20160817T182941.274957,59,15104,172,15104,44033,0,45465,1,3947580,15360,172,3932332,256,177,39424,1,15677,15677,0,44093,172,256,177,39680,155,0,0,
20170505T004014.618707,162,0,325,17733,17664,172,17664,11272448,45475,0,326,4605510,0,44102,172,256,177,41984,1,18247,18247,0,44103,172,0,172,1,
20160817T183015.274957,76,19456,172,19456,44033,0,45482,1,5066061,19712,172,5046444,256,177,43776,1,20046,20046,0,44110,172,256,177,44032,172,0,0,
20170505T030518.618707,179,0,342,22102,22016,172,22016,11272448,45492,0,343,5723991,0,44119,172,256,177,46336,1,22616,22616,0,44120,172,0,172,1,
20160817T183049.274957,93,23808,172,23808,44033,0,45499,1,6184542,24064,172,6160556,256,177,48128,1,24415,24415,0,44127,172,256,177,48384,189,0,0,
20170505T053022.618707,196,0,359,26471,26368,172,26368,11272448,45509,0,360,6842472,0,44136,172,256,177,50688,1,26985,26985,0,44137,172,0,172,1,
20160817T183123.274957,110,28160,172,28160,44033,0,45516,1,7303023,28416,172,7274668,256,177,52480,1,28784,28784,0,44144,172,256,177,52736,206,0,0,
20170505T075526.618707,213,0,376,30840,30720,172,30720,11272448,45526,0,377,7960953,0,44153,172,256,177,55040,1,31354,31354,0,44154,172,0,172,1,
20160817T183157.274957,127,32512,172,32512,44033,0,45533,1,8421504,32768,172,8388780,256,177,56832,1,33153,33153,0,44161,172,256,177,57088,223,0,0,
20170505T102030.618707,230,0,393,35209,35072,172,35072,11272448,45543,0,394,9079434,0,44170,172,256,177,59392,1,35723,35723,0,44171,172,0,172,1,
20160817T183231.274957,144,36864,172,36864,44033,0,45550,1,9539985,37120,172,9502892,256,177,61184,1,37522,37522,0,44178,172,256,177,61440,240,0,0,
20170505T124534.618707,247,0,410,39578,39424,172,39424,11272448,45560,0,411,10197915,0,44187,172,256,177,63744,1,40092,40092,0,44188,172,0,172,1,
20160817T183305.274957,161,41216,172,41216,44033,0,45567,1,10658466,41472,172,10617004,256,178,0,1,41891,41891,0,44195,172,0,178,255,0,255,15,
20160816T171421.274957,163,41891,41891,41891,41891,41891,41891,10682624,45569,0,420,10790052,0,44196,172,256,178,512,1,42405,42405,0,44197,172,0,172,1,
20160817T183323.274957,170,43520,172,43520,44033,0,45576,1,11250603,43776,172,11206828,256,178,2304,1,44204,44204,0,44204,172,256,178,2560,10,0,0,
20170505T162726.618707,17,0,436,46260,46080,172,46080,11272448,45586,0,437,11908533,0,44213,172,256,178,4864,1,46774,46774,0,44214,172,0,172,1,
20160817T183357.274957,187,47872,172,47872,44033,0,45593,1,12369084,48128,172,12320940,256,178,6656,1,48573,48573,0,44221,172,256,178,6912,27,0,0,
20170505T185230.618707,34,0,453,50629,50432,172,50432,11272448,45603,0,454,13027014,0,44230,172,256,178,9216,1,51143,51143,0,44231,172,0,172,1,
20160817T183431.274957,204,52224,172,52224,44033,0,45610,1,13487565,52480,172,13435052,256,178,11008,1,52942,52942,0,44238,172,256,178,11264,44,0,0,
20170505T211734.618707,51,0,470,54998,54784,172,54784,11272448,45620,0,471,14145495,0,44247,172,256,178,13568,1,55512,55512,0,44248,172,0,172,1,
20160817T183505.274957,221,56576,172,56576,44033,0,45627,1,14606046,56832,172,14549164,256,178,15360,1,57311,57311,0,44255,172,256,178,15616,61,0,0,
20170505T234238.618707,68,0,487,59367,59136,172,59136,11272448,45637,0,488,15263976,0,44264,172,256,178,17920,1,59881,59881,0,44265,172,0,172,1,
20160817T183539.274957,238,60928,172,60928,44033,0,45644,1,15724527,61184,172,15663276,256,178,19712,1,61680,61680,0,44272,172,256,178,19968,78,0,0,
20170506T020742.618707,85,0,504,63736,63488,172,63488,11272448,45654,0,505,16382457,0,44281,172,256,178,22272,1,64250,64250,0,44282,172,0,172,1,
20160817T183613.274957,255,65280,172,65280,44033,0,45661,1,0,0,173,173,256,178,24064,1,257,257,0,44289,173,256,178,24320,95,0,0,
20170506T043246.626519,102,0,265,2313,2304,173,2304,11337984,45671,0,266,657930,0,44298,173,256,178,26624,1,2827,2827,0,44299,173,0,173,1,
20160817T183647.274957,16,4096,173,4096,44289,0,45678,1,1118481,4352,173,1114285,256,178,28416,1,4626,4626,0,44306,173,256,178,28672,112,0,0,
